Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
2/22/2024,Maharashtra,Nashik,Wholesale Yard,Onion,Pink,1139,1505,1283,Quintal,55.27,A,1.25,3
5/2/2024,Maharashtra,Nagpur,Sub Mandi,Tomato,Hybrid,1026,1382,1206,Quintal,19.33,C,1.48,6
6/10/2024,Karnataka,Hubli,Agro Market,Sugarcane,CO 86032,990,1240,1159,Quintal,58.94,B,1.52,6
3/14/2024,Gujarat,Vadodara,Main Mandi,Sugarcane,CO 0238,1116,1328,1175,Quintal,71.21,A,2.94,10
5/22/2024,Punjab,Patiala,Wholesale Yard,Sugarcane,CO 0238,866,1091,987.5,Quintal,85.99,C,1.21,3
1/18/2024,Gujarat,Ahmedabad,Main Mandi,Wheat,Sharbati,820,1154,1014,Quintal,53.83,B,2.02,12
4/21/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,993,1121,1101,Quintal,86.15,C,2.94,3
6/9/2024,Maharashtra,Pune,Wholesale Yard,Tomato,Desi,971,1228,1074.5,Quintal,43.87,C,1.78,13
3/26/2024,Maharashtra,Pune,Main Mandi,Rice,Sona Masoori,941,1136,1035.5,Quintal,36.8,B,1.13,3
5/4/2024,Gujarat,Surat,Agro Market,Rice,Kolam,1137,1249,1163,Quintal,88.24,B,2.46,6
3/13/2024,Punjab,Patiala,Sub Mandi,Tomato,Hybrid,1087,1462,1290.5,Quintal,74.52,B,2.65,2
4/12/2024,Punjab,Patiala,Sub Mandi,Potato,Chipsona,1077,1229,1125,Quintal,11.01,C,2.72,5
3/7/2024,Uttar Pradesh,Lucknow,Main Mandi,Wheat,Durum,842,1235,997.5,Quintal,90.65,C,2.02,9
2/18/2024,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 86032,977,1293,1160,Quintal,74.14,C,1.7,12
3/29/2024,Punjab,Ludhiana,Wholesale Yard,Onion,Red,1104,1470,1312,Quintal,89.49,A,1.83,9
2/20/2024,Punjab,Amritsar,Sub Mandi,Rice,Basmati,1034,1197,1143.5,Quintal,22,A,2.98,6
1/15/2024,Uttar Pradesh,Kanpur,Sub Mandi,Wheat,Durum,1082,1314,1235,Quintal,81.2,C,2.1,9
6/21/2024,Maharashtra,Pune,Agro Market,Sugarcane,CO 0238,958,1291,1138.5,Quintal,69.51,B,2.79,10
3/20/2024,Punjab,Amritsar,Sub Mandi,Sugarcane,CO 0238,1162,1350,1299,Quintal,72.82,C,2.88,12
1/16/2024,Uttar Pradesh,Varanasi,Sub Mandi,Sugarcane,CO 0238,965,1206,1112.5,Quintal,64.31,C,2.56,8
2/20/2024,Punjab,Ludhiana,Sub Mandi,Sugarcane,CO 86032,933,1273,1114,Quintal,51.21,B,1.7,9
5/2/2024,Maharashtra,Nashik,Wholesale Yard,Onion,Pink,884,1172,1048,Quintal,10.65,C,1.02,11
3/4/2024,Karnataka,Mysore,Sub Mandi,Tomato,Hybrid,1126,1417,1227.5,Quintal,89.01,B,1.9,11
4/1/2024,Gujarat,Ahmedabad,Sub Mandi,Sugarcane,CO 86032,1182,1322,1255,Quintal,96.05,B,2.75,7
5/3/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Potato,Kufri Jyoti,1158,1431,1275.5,Quintal,62.29,A,2.15,12
3/23/2024,Maharashtra,Nashik,Sub Mandi,Maize,White,940,1185,1048.5,Quintal,68.03,A,2.36,13
4/12/2024,Maharashtra,Nagpur,Agro Market,Wheat,Sharbati,1185,1386,1279.5,Quintal,11.59,C,1.7,13
5/7/2024,Maharashtra,Nagpur,Agro Market,Potato,Chipsona,905,1093,1030,Quintal,39.19,A,1.83,5
6/26/2024,Karnataka,Hubli,Sub Mandi,Onion,White,1115,1487,1254,Quintal,32.82,B,1.23,11
6/10/2024,Karnataka,Mysore,Wholesale Yard,Tomato,Hybrid,1142,1471,1321.5,Quintal,77.05,C,1.87,14
4/4/2024,Karnataka,Bangalore,Agro Market,Sugarcane,CO 86032,855,1227,1069,Quintal,50.28,C,1.24,9
3/20/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Rice,Kolam,996,1351,1201.5,Quintal,79.63,C,2.24,13
5/11/2024,Punjab,Ludhiana,Wholesale Yard,Potato,Kufri Jyoti,993,1111,1029,Quintal,62.12,B,2.92,4
5/13/2024,Gujarat,Vadodara,Wholesale Yard,Wheat,Durum,816,1149,962.5,Quintal,33.81,B,2.28,13
5/3/2024,Karnataka,Hubli,Wholesale Yard,Onion,Pink,1017,1182,1102.5,Quintal,26.47,A,1.21,13
5/28/2024,Punjab,Patiala,Sub Mandi,Onion,Pink,1037,1163,1150,Quintal,51.18,B,2.38,13
4/28/2024,Karnataka,Bangalore,Sub Mandi,Onion,Red,1089,1437,1265,Quintal,59.28,B,2.77,9
2/24/2024,Maharashtra,Pune,Agro Market,Tomato,Desi,813,972,847.5,Quintal,23.9,B,2.33,2
6/16/2024,Maharashtra,Nagpur,Wholesale Yard,Rice,Basmati,976,1257,1104.5,Quintal,30.15,C,2.47,5
6/24/2024,Maharashtra,Nagpur,Main Mandi,Tomato,Hybrid,1193,1534,1348.5,Quintal,17.89,A,1.72,13
1/28/2024,Maharashtra,Nashik,Agro Market,Maize,Yellow,1196,1428,1352,Quintal,50.74,A,2.97,2
3/18/2024,Karnataka,Hubli,Main Mandi,Wheat,Durum,955,1207,1120,Quintal,29.64,C,2.72,9
1/28/2024,Karnataka,Mysore,Main Mandi,Potato,Kufri Jyoti,1065,1218,1095.5,Quintal,61.68,C,1.71,10
4/12/2024,Maharashtra,Nagpur,Agro Market,Onion,Pink,823,1159,1040,Quintal,20.91,A,2.01,15
1/21/2024,Gujarat,Surat,Main Mandi,Wheat,Sharbati,1063,1251,1149,Quintal,62.56,A,1.62,9
5/27/2024,Gujarat,Surat,Agro Market,Onion,White,1083,1361,1271,Quintal,51.33,B,1.98,12
1/30/2024,Gujarat,Vadodara,Main Mandi,Potato,Kufri Jyoti,811,1046,959.5,Quintal,96.39,B,1,4
1/6/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Rice,Kolam,996,1141,1080.5,Quintal,7.27,B,2.98,9
1/18/2024,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 86032,1172,1496,1343,Quintal,34.27,A,1.37,9
2/22/2024,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Desi,1091,1332,1196.5,Quintal,41.9,B,2.57,13
6/1/2024,Gujarat,Vadodara,Sub Mandi,Potato,Chipsona,1037,1350,1208.5,Quintal,79.76,A,2.85,3
4/7/2024,Maharashtra,Pune,Main Mandi,Sugarcane,CO 86032,1155,1419,1299,Quintal,44.37,B,1.7,14
2/27/2024,Karnataka,Hubli,Wholesale Yard,Tomato,Hybrid,955,1175,1061,Quintal,41.54,A,2.44,10
2/7/2024,Punjab,Amritsar,Wholesale Yard,Rice,Basmati,854,1044,919,Quintal,84.49,A,1.5,5
3/14/2024,Uttar Pradesh,Kanpur,Sub Mandi,Maize,Yellow,1153,1426,1317.5,Quintal,22.26,B,1.66,2
3/7/2024,Karnataka,Hubli,Main Mandi,Onion,White,1018,1403,1213.5,Quintal,67.53,A,2.66,7
5/8/2024,Punjab,Patiala,Main Mandi,Wheat,Lokwan,1007,1231,1107,Quintal,82.71,C,2.66,3
4/18/2024,Gujarat,Ahmedabad,Agro Market,Onion,Pink,1117,1312,1201.5,Quintal,9.01,C,2.59,7
6/15/2024,Gujarat,Surat,Agro Market,Maize,White,818,1179,1009.5,Quintal,45.57,B,1.4,10
4/18/2024,Maharashtra,Nashik,Main Mandi,Rice,Kolam,948,1080,1032,Quintal,72.66,A,2.59,5
3/27/2024,Maharashtra,Pune,Main Mandi,Tomato,Desi,999,1208,1068.5,Quintal,75.67,B,1.27,6
2/11/2024,Karnataka,Hubli,Sub Mandi,Onion,White,957,1230,1116.5,Quintal,43.52,B,1.21,2
2/2/2024,Karnataka,Bangalore,Main Mandi,Potato,Chipsona,921,1192,1081.5,Quintal,66.09,C,1.03,5
2/10/2024,Uttar Pradesh,Kanpur,Sub Mandi,Maize,White,1018,1295,1135.5,Quintal,34.91,C,1.34,6
4/22/2024,Karnataka,Bangalore,Sub Mandi,Sugarcane,CO 0238,1143,1379,1279,Quintal,44.95,B,1.38,12
4/24/2024,Punjab,Patiala,Wholesale Yard,Rice,Kolam,920,1112,991,Quintal,44.36,C,2.88,13
2/7/2024,Karnataka,Mysore,Sub Mandi,Tomato,Hybrid,1016,1370,1240,Quintal,76.11,B,1.79,8
6/18/2024,Punjab,Patiala,Agro Market,Onion,White,1124,1341,1279.5,Quintal,87.88,C,2.7,5
4/30/2024,Gujarat,Vadodara,Agro Market,Wheat,Sharbati,1002,1107,1100.5,Quintal,37.52,A,1.01,10
2/9/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Maize,Yellow,816,1153,992.5,Quintal,88.71,B,2.96,14
1/28/2024,Maharashtra,Nagpur,Main Mandi,Onion,Red,961,1124,1052.5,Quintal,80.6,A,2.78,5
3/25/2024,Uttar Pradesh,Varanasi,Sub Mandi,Potato,Chipsona,1002,1341,1193.5,Quintal,5.78,C,1.32,4
4/14/2024,Punjab,Ludhiana,Wholesale Yard,Potato,Kufri Jyoti,960,1097,1006.5,Quintal,50.43,A,1.72,5
5/1/2024,Punjab,Amritsar,Sub Mandi,Tomato,Desi,872,1163,1021.5,Quintal,81.06,C,1.19,10
5/8/2024,Punjab,Patiala,Sub Mandi,Rice,Sona Masoori,1015,1272,1117.5,Quintal,79.32,A,2.69,10
1/20/2024,Gujarat,Surat,Agro Market,Onion,White,1111,1431,1300,Quintal,11.7,A,2.69,5
2/18/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Onion,Red,1046,1329,1231.5,Quintal,44.02,C,2.02,5
2/13/2024,Maharashtra,Nashik,Sub Mandi,Sugarcane,CO 0238,1187,1496,1343.5,Quintal,72.28,C,2.38,13
6/6/2024,Punjab,Patiala,Agro Market,Onion,White,1147,1540,1357.5,Quintal,88.72,C,1.51,6
4/18/2024,Uttar Pradesh,Kanpur,Sub Mandi,Maize,Yellow,1005,1254,1087.5,Quintal,24.4,A,2.09,6
5/9/2024,Maharashtra,Nashik,Wholesale Yard,Sugarcane,CO 86032,1079,1459,1266,Quintal,50.68,A,1.28,8
4/29/2024,Uttar Pradesh,Varanasi,Sub Mandi,Maize,White,1200,1506,1333,Quintal,88.37,B,1.24,11
5/9/2024,Uttar Pradesh,Varanasi,Sub Mandi,Wheat,Durum,1114,1328,1265,Quintal,51.13,B,1.14,3
2/13/2024,Uttar Pradesh,Kanpur,Main Mandi,Wheat,Sharbati,1132,1454,1250,Quintal,12.55,C,2.94,14
1/29/2024,Punjab,Ludhiana,Agro Market,Sugarcane,CO 0238,938,1225,1036.5,Quintal,96.88,A,1.31,8
2/28/2024,Karnataka,Hubli,Sub Mandi,Potato,Chipsona,1166,1468,1339,Quintal,44.13,C,1.37,7
5/24/2024,Maharashtra,Nagpur,Wholesale Yard,Tomato,Desi,919,1081,1028,Quintal,63.44,B,1.77,6
5/31/2024,Uttar Pradesh,Lucknow,Main Mandi,Onion,Red,1025,1389,1212,Quintal,56.32,A,2.49,5
4/29/2024,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 86032,980,1170,1094,Quintal,26.46,C,2.56,8
1/15/2024,Karnataka,Hubli,Sub Mandi,Potato,Kufri Jyoti,1096,1465,1247.5,Quintal,87.3,A,1.1,7
2/12/2024,Gujarat,Ahmedabad,Main Mandi,Wheat,Sharbati,951,1167,1063,Quintal,76.47,C,2.06,9
2/17/2024,Karnataka,Bangalore,Agro Market,Rice,Sona Masoori,901,1032,950.5,Quintal,77.99,B,1.53,14
1/4/2024,Punjab,Ludhiana,Main Mandi,Rice,Basmati,919,1230,1110.5,Quintal,64.05,B,2.93,11
1/11/2024,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,1145,1276,1192.5,Quintal,23.36,C,2.87,6
5/17/2024,Gujarat,Surat,Main Mandi,Tomato,Hybrid,869,1267,1076,Quintal,5.84,C,1.66,5
2/16/2024,Gujarat,Ahmedabad,Agro Market,Maize,White,840,951,931.5,Quintal,80.55,A,1.69,10
3/31/2024,Gujarat,Vadodara,Agro Market,Sugarcane,CO 86032,910,1041,987.5,Quintal,44.72,B,1.55,2
5/27/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Onion,Pink,1145,1372,1221.5,Quintal,38.62,C,2.02,7
1/28/2024,Gujarat,Ahmedabad,Agro Market,Wheat,Sharbati,950,1218,1105,Quintal,93.05,C,2.73,5
1/28/2024,Maharashtra,Nashik,Sub Mandi,Tomato,Desi,1185,1479,1289,Quintal,45.71,C,1.12,14
2/27/2024,Uttar Pradesh,Varanasi,Main Mandi,Sugarcane,CO 0238,1031,1298,1173.5,Quintal,30.21,A,2.39,3
5/30/2024,Maharashtra,Nashik,Main Mandi,Sugarcane,CO 86032,1118,1228,1197,Quintal,85.21,C,2.46,9
5/2/2024,Punjab,Amritsar,Agro Market,Wheat,Sharbati,883,1234,1098.5,Quintal,47.68,B,2.53,15
4/24/2024,Karnataka,Mysore,Main Mandi,Wheat,Lokwan,1026,1194,1068,Quintal,6.3,B,2.96,3
4/28/2024,Karnataka,Mysore,Agro Market,Maize,White,1124,1502,1285,Quintal,58.76,A,1.5,3
3/25/2024,Gujarat,Ahmedabad,Sub Mandi,Tomato,Desi,905,1109,991,Quintal,86.48,A,2.49,13
3/25/2024,Maharashtra,Pune,Sub Mandi,Rice,Kolam,967,1131,1017,Quintal,79.84,B,2.7,6
4/1/2024,Uttar Pradesh,Kanpur,Main Mandi,Sugarcane,CO 86032,1190,1310,1285,Quintal,24.57,C,2.43,8
1/28/2024,Uttar Pradesh,Varanasi,Sub Mandi,Onion,White,1195,1313,1232,Quintal,44.83,B,1.65,7
1/30/2024,Karnataka,Bangalore,Agro Market,Wheat,Sharbati,895,1218,1052.5,Quintal,83.27,C,1.13,3
3/24/2024,Maharashtra,Nashik,Agro Market,Rice,Basmati,886,1084,964,Quintal,32.02,A,1.09,13
1/22/2024,Gujarat,Vadodara,Agro Market,Potato,Kufri Jyoti,978,1115,999.5,Quintal,88.4,C,2.83,11
6/23/2024,Gujarat,Ahmedabad,Main Mandi,Onion,White,849,949,905,Quintal,39.23,B,1.05,13
4/13/2024,Punjab,Patiala,Sub Mandi,Sugarcane,CO 86032,1079,1357,1177,Quintal,22.62,C,2.71,5
2/17/2024,Uttar Pradesh,Kanpur,Main Mandi,Potato,Chipsona,803,1172,996.5,Quintal,41.03,C,1.7,4
3/6/2024,Punjab,Amritsar,Wholesale Yard,Rice,Basmati,913,1090,1032.5,Quintal,6.78,A,1.16,10
1/5/2024,Maharashtra,Nashik,Wholesale Yard,Onion,Red,912,1270,1084,Quintal,27.72,A,1.71,14
5/7/2024,Karnataka,Bangalore,Sub Mandi,Sugarcane,CO 86032,1095,1475,1243,Quintal,39.76,A,1.17,9
3/31/2024,Maharashtra,Nashik,Agro Market,Potato,Chipsona,896,1191,1083.5,Quintal,99.84,B,1.27,9
5/29/2024,Maharashtra,Nashik,Agro Market,Onion,White,947,1051,1036,Quintal,18.01,A,1.61,15
2/5/2024,Maharashtra,Nagpur,Sub Mandi,Wheat,Sharbati,1099,1268,1189.5,Quintal,35.41,A,1.04,10
1/8/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Potato,Kufri Jyoti,825,1120,953.5,Quintal,44.42,C,1.17,12
3/21/2024,Gujarat,Surat,Sub Mandi,Maize,White,815,1072,909.5,Quintal,62.33,B,1.19,13
1/22/2024,Gujarat,Ahmedabad,Agro Market,Maize,White,1144,1341,1249.5,Quintal,26.19,C,2.74,15
6/21/2024,Uttar Pradesh,Kanpur,Agro Market,Rice,Basmati,886,1107,1044.5,Quintal,57.26,C,1.64,4
3/25/2024,Punjab,Ludhiana,Agro Market,Tomato,Desi,1022,1162,1061,Quintal,61.81,C,2.24,6
6/9/2024,Maharashtra,Nashik,Sub Mandi,Maize,White,1034,1340,1147,Quintal,77.27,C,2.66,11
5/3/2024,Karnataka,Hubli,Main Mandi,Wheat,Sharbati,897,1232,1050.5,Quintal,8.17,A,1.32,2
2/28/2024,Punjab,Amritsar,Sub Mandi,Maize,Yellow,1146,1413,1248.5,Quintal,53.07,B,1.28,10
3/17/2024,Punjab,Ludhiana,Sub Mandi,Maize,White,1144,1272,1187,Quintal,81.84,C,2.51,3
5/7/2024,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,1158,1499,1325.5,Quintal,82.92,C,1.61,8
6/20/2024,Uttar Pradesh,Varanasi,Main Mandi,Sugarcane,CO 0238,1048,1188,1068,Quintal,74.71,A,2.64,9
6/27/2024,Gujarat,Surat,Sub Mandi,Tomato,Desi,957,1096,1035.5,Quintal,77.97,C,2.49,15
5/9/2024,Uttar Pradesh,Kanpur,Sub Mandi,Rice,Sona Masoori,1153,1446,1257.5,Quintal,71.61,C,1.63,9
1/20/2024,Karnataka,Bangalore,Agro Market,Wheat,Sharbati,925,1044,1018.5,Quintal,14.21,C,1.67,9
4/19/2024,Punjab,Ludhiana,Sub Mandi,Tomato,Desi,946,1238,1076,Quintal,58.22,C,1.05,9
4/3/2024,Uttar Pradesh,Lucknow,Agro Market,Onion,White,1069,1291,1157,Quintal,42.12,A,1.93,4
4/7/2024,Karnataka,Bangalore,Main Mandi,Tomato,Desi,944,1239,1086.5,Quintal,11.72,C,1.45,10
3/14/2024,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,1151,1317,1247,Quintal,64.92,A,1.94,13
6/25/2024,Maharashtra,Pune,Agro Market,Potato,Chipsona,1051,1248,1189.5,Quintal,92.87,B,2.71,4
5/27/2024,Uttar Pradesh,Kanpur,Sub Mandi,Maize,White,854,1180,1016,Quintal,46.86,B,1.16,10
3/11/2024,Maharashtra,Pune,Wholesale Yard,Onion,White,872,1057,1012.5,Quintal,37.64,C,2.05,5
4/12/2024,Maharashtra,Pune,Sub Mandi,Rice,Sona Masoori,1170,1491,1292.5,Quintal,20.08,A,1.45,14
4/11/2024,Gujarat,Ahmedabad,Sub Mandi,Potato,Kufri Jyoti,957,1339,1162,Quintal,24.04,B,2.39,5
4/1/2024,Uttar Pradesh,Kanpur,Main Mandi,Wheat,Sharbati,881,985,965,Quintal,89.7,B,1.4,7
4/10/2024,Gujarat,Surat,Wholesale Yard,Maize,Yellow,907,1242,1065.5,Quintal,56.32,B,1.96,14
6/4/2024,Uttar Pradesh,Lucknow,Agro Market,Maize,Yellow,951,1235,1134,Quintal,76.53,B,2.99,4
4/21/2024,Maharashtra,Nashik,Agro Market,Potato,Kufri Jyoti,1138,1353,1250.5,Quintal,32.81,C,2.23,10
3/19/2024,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 86032,1019,1122,1105.5,Quintal,34.87,C,1.26,2
1/21/2024,Maharashtra,Nashik,Main Mandi,Sugarcane,CO 86032,1031,1208,1093.5,Quintal,71.66,B,1.4,15
2/22/2024,Uttar Pradesh,Kanpur,Main Mandi,Onion,Red,1108,1232,1210,Quintal,21.37,B,1.25,10
5/5/2024,Punjab,Patiala,Sub Mandi,Wheat,Durum,1178,1545,1409.5,Quintal,90.11,B,2.7,8
5/7/2024,Uttar Pradesh,Varanasi,Sub Mandi,Sugarcane,CO 0238,1078,1447,1271.5,Quintal,79.85,A,2.02,12
6/2/2024,Maharashtra,Nashik,Main Mandi,Rice,Sona Masoori,909,1042,1009.5,Quintal,47.19,B,1.11,10
6/1/2024,Punjab,Patiala,Main Mandi,Tomato,Hybrid,841,1197,1069,Quintal,54.67,C,1.74,14
2/2/2024,Maharashtra,Nagpur,Sub Mandi,Tomato,Hybrid,1063,1331,1149,Quintal,69.58,A,2.86,9
4/21/2024,Punjab,Patiala,Sub Mandi,Rice,Basmati,1176,1451,1356.5,Quintal,72.77,A,2.44,9
1/19/2024,Gujarat,Ahmedabad,Wholesale Yard,Potato,Chipsona,1109,1320,1204.5,Quintal,89.02,C,1.11,13
6/10/2024,Karnataka,Hubli,Main Mandi,Wheat,Durum,1189,1345,1223,Quintal,29.9,C,2.56,7
6/16/2024,Uttar Pradesh,Lucknow,Agro Market,Wheat,Lokwan,844,1091,950.5,Quintal,97.57,B,2.81,5
6/27/2024,Karnataka,Mysore,Wholesale Yard,Tomato,Hybrid,831,1225,1045,Quintal,91.39,B,1.69,15
5/14/2024,Punjab,Amritsar,Agro Market,Onion,Red,1047,1381,1201,Quintal,14.87,C,2.62,14
3/27/2024,Karnataka,Mysore,Agro Market,Rice,Basmati,994,1206,1119,Quintal,49.07,C,2.31,5
2/25/2024,Punjab,Amritsar,Agro Market,Wheat,Lokwan,1086,1353,1265.5,Quintal,23.1,B,2.1,4
2/8/2024,Karnataka,Mysore,Agro Market,Wheat,Durum,896,1112,1013,Quintal,13.04,C,2.71,10
5/2/2024,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 0238,818,965,847.5,Quintal,8.28,A,2.39,6
2/12/2024,Punjab,Patiala,Main Mandi,Maize,Yellow,1175,1442,1315.5,Quintal,71.17,C,2.92,12
2/26/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Wheat,Lokwan,1122,1381,1211.5,Quintal,21.17,C,2.45,5
1/13/2024,Maharashtra,Nagpur,Sub Mandi,Maize,Yellow,1050,1357,1165.5,Quintal,93.45,C,2.02,12
1/4/2024,Punjab,Ludhiana,Sub Mandi,Potato,Kufri Jyoti,892,1164,1062,Quintal,16.02,B,1.81,11
5/22/2024,Punjab,Patiala,Agro Market,Tomato,Hybrid,879,1014,953.5,Quintal,77.53,C,1.17,3
3/19/2024,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,815,985,903,Quintal,71.3,B,1.65,7
2/22/2024,Gujarat,Vadodara,Wholesale Yard,Wheat,Durum,1110,1387,1221.5,Quintal,7.18,C,1.05,15
3/31/2024,Punjab,Amritsar,Sub Mandi,Tomato,Desi,993,1286,1128.5,Quintal,71.68,B,2.78,13
2/24/2024,Punjab,Ludhiana,Sub Mandi,Onion,Red,1008,1307,1127.5,Quintal,42.12,B,2.77,6
4/7/2024,Gujarat,Vadodara,Sub Mandi,Tomato,Hybrid,830,1072,915,Quintal,15.32,A,1.77,11
5/6/2024,Gujarat,Vadodara,Agro Market,Potato,Chipsona,1112,1316,1166,Quintal,99.64,C,1.38,4
1/11/2024,Maharashtra,Nagpur,Sub Mandi,Potato,Kufri Jyoti,889,1178,994.5,Quintal,44.91,C,1.24,5
5/7/2024,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 0238,1007,1241,1169,Quintal,41.49,B,1.52,13
4/29/2024,Maharashtra,Pune,Main Mandi,Tomato,Desi,848,1054,954,Quintal,18,B,1.24,15
1/6/2024,Punjab,Amritsar,Agro Market,Onion,Pink,935,1246,1114.5,Quintal,95.34,A,1.31,9
1/25/2024,Uttar Pradesh,Varanasi,Main Mandi,Tomato,Desi,910,1194,1040,Quintal,55.29,B,1.89,4
5/22/2024,Uttar Pradesh,Varanasi,Main Mandi,Tomato,Hybrid,1105,1350,1230.5,Quintal,48.51,B,1.5,3
5/29/2024,Gujarat,Ahmedabad,Sub Mandi,Maize,Yellow,980,1305,1144.5,Quintal,93.31,B,1.86,4
5/3/2024,Gujarat,Ahmedabad,Agro Market,Wheat,Sharbati,863,1046,941.5,Quintal,89.52,B,1.93,5
1/31/2024,Gujarat,Ahmedabad,Main Mandi,Potato,Chipsona,822,1220,993,Quintal,62.46,B,2.35,15
5/17/2024,Uttar Pradesh,Lucknow,Sub Mandi,Tomato,Hybrid,866,1208,1031,Quintal,61.56,A,1.57,10
6/2/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Rice,Sona Masoori,911,1106,1001.5,Quintal,16.58,C,2.18,14
2/5/2024,Punjab,Ludhiana,Agro Market,Potato,Kufri Jyoti,1091,1272,1181.5,Quintal,41.61,B,2.36,5
5/21/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Potato,Chipsona,1006,1311,1169.5,Quintal,29.14,A,2.38,6
5/1/2024,Punjab,Ludhiana,Main Mandi,Onion,Pink,1186,1401,1317.5,Quintal,34.79,C,2.7,15
4/20/2024,Punjab,Amritsar,Main Mandi,Sugarcane,CO 0238,1008,1374,1159,Quintal,80.91,C,1.85,8
6/26/2024,Punjab,Patiala,Wholesale Yard,Sugarcane,CO 86032,1103,1487,1286,Quintal,57.64,A,2.15,6
4/15/2024,Karnataka,Mysore,Sub Mandi,Sugarcane,CO 86032,992,1160,1099,Quintal,72.59,B,1.51,14
2/15/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Sugarcane,CO 86032,1183,1384,1264.5,Quintal,50.06,A,1.33,12
1/8/2024,Punjab,Patiala,Agro Market,Sugarcane,CO 0238,915,1090,998.5,Quintal,39.38,B,2.81,10
2/18/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Onion,Pink,1096,1367,1243.5,Quintal,88.71,A,1.19,3
4/6/2024,Karnataka,Hubli,Sub Mandi,Tomato,Hybrid,1122,1499,1261.5,Quintal,34.88,C,2.11,11
1/21/2024,Maharashtra,Pune,Sub Mandi,Onion,White,962,1163,1041.5,Quintal,7.64,B,1.78,2
2/27/2024,Gujarat,Ahmedabad,Main Mandi,Onion,Pink,884,1282,1096,Quintal,76.06,A,2.45,8
6/16/2024,Uttar Pradesh,Lucknow,Main Mandi,Maize,White,1195,1548,1338.5,Quintal,70.8,C,2.81,13
3/23/2024,Punjab,Amritsar,Agro Market,Tomato,Desi,1171,1528,1319.5,Quintal,61.21,A,1.79,8
3/1/2024,Gujarat,Ahmedabad,Sub Mandi,Wheat,Lokwan,965,1145,1012,Quintal,60.76,B,2.99,7
3/22/2024,Maharashtra,Nagpur,Sub Mandi,Onion,Pink,819,1116,963.5,Quintal,58.48,C,2.5,15
2/15/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,875,1061,975,Quintal,50.93,B,1.3,3
6/18/2024,Punjab,Patiala,Main Mandi,Sugarcane,CO 0238,821,984,940.5,Quintal,25.6,B,1.59,5
5/7/2024,Punjab,Amritsar,Main Mandi,Onion,Red,1114,1430,1311,Quintal,21.04,A,2,12
1/30/2024,Karnataka,Bangalore,Agro Market,Rice,Sona Masoori,994,1300,1100,Quintal,73.63,A,2.34,7
4/4/2024,Gujarat,Surat,Agro Market,Maize,White,1119,1272,1177.5,Quintal,33.42,A,1.71,9
6/28/2024,Punjab,Amritsar,Agro Market,Potato,Kufri Jyoti,998,1328,1184,Quintal,50.24,B,2.35,4
5/23/2024,Karnataka,Mysore,Agro Market,Maize,Yellow,812,1093,951.5,Quintal,98.11,C,1.81,6
4/13/2024,Punjab,Amritsar,Main Mandi,Rice,Sona Masoori,1049,1204,1121.5,Quintal,16.14,C,2.9,7
2/10/2024,Punjab,Patiala,Sub Mandi,Potato,Chipsona,961,1308,1088.5,Quintal,61.54,B,2.31,8
4/18/2024,Gujarat,Surat,Sub Mandi,Wheat,Lokwan,1182,1423,1275.5,Quintal,50.55,C,2.95,4
1/30/2024,Karnataka,Mysore,Agro Market,Potato,Chipsona,1014,1133,1096.5,Quintal,95.64,C,1.69,12
3/15/2024,Gujarat,Ahmedabad,Main Mandi,Tomato,Hybrid,1176,1561,1392.5,Quintal,10.64,A,2.78,12
2/25/2024,Punjab,Ludhiana,Agro Market,Onion,Pink,1000,1228,1107,Quintal,99.35,A,1.42,14
6/27/2024,Karnataka,Mysore,Sub Mandi,Onion,White,1180,1479,1354.5,Quintal,95.86,B,1.86,4
2/21/2024,Punjab,Patiala,Sub Mandi,Onion,Pink,812,1116,926,Quintal,16.87,C,1.42,2
